stud_rollno,stud_dept_id
19131A0201,103
19131A0202,103
19131A0203,103
19131A0204,103
19131A0205,103
19131A0206,103
19131A0207,103
19131A0208,103
19131A0209,103
19131A0210,103
19131A0211,103
19131A0212,103
19131A0213,103
19131A0214,103
19131A0215,103
19131A0216,103
19131A0217,103
19131A0218,103
19131A0219,103
19131A0220,103
