stud_rollno,stud_dept_id
19131A0101,106
19131A0102,106
19131A0103,106
19131A0104,106
19131A0105,106
19131A0106,106
19131A0107,106
19131A0108,106
19131A0109,106
19131A0110,106
19131A0111,106
19131A0112,106
19131A0113,106
19131A0114,106
19131A0115,106
19131A0116,106
19131A0117,106
19131A0118,106
19131A0119,106
19131A0120,106
