stud_rollno,stud_dept_id
19131A0401,104
19131A0402,104
19131A0403,104
19131A0404,104
19131A0405,104
19131A0406,104
19131A0407,104
19131A0408,104
19131A0409,104
19131A0410,104
19131A0411,104
19131A0412,104
19131A0413,104
19131A0414,104
19131A0415,104
19131A0416,104
19131A0417,104
19131A0418,104
19131A0419,104
19131A0420,104
