stud_rollno,stud_dept_id
19131A0601,105
19131A0602,105
19131A0603,105
19131A0604,105
19131A0605,105
19131A0606,105
19131A0607,105
19131A0608,105
19131A0609,105
19131A0610,105
19131A0611,105
19131A0612,105
19131A0613,105
19131A0614,105
19131A0615,105
19131A0616,105
19131A0617,105
19131A0618,105
19131A0619,105
19131A0620,105
